Prod. Year,Prod Qtr.,Mine ID,Subunit,Type,Quarterly Hrs.,Coal Prod.,Avg. Empl Cnt.
2004,20043,0200137,99,OFFICE WORKERS AT MINE SITE,"36,765 ",0 ,68 
2004,20044,0200137,03,"STRIP, QUARY, OPEN PIT","182,892 ",0 ,341 
2004,20044,0200137,30,MILL OPERATION/PREPARATION PLANT,"82,734 ",0 ,148 
2004,20044,0200137,99,OFFICE WORKERS AT MINE SITE,"36,222 ",0 ,67 
2003,20031,0200137,03,"STRIP, QUARY, OPEN PIT","160,256 ",0 ,282 
2003,20031,0200137,30,MILL OPERATION/PREPARATION PLANT,"68,340 ",0 ,125 
2003,20031,0200137,99,OFFICE WORKERS AT MINE SITE,"31,172 ",0 ,56 
2003,20032,0200137,03,"STRIP, QUARY, OPEN PIT","155,681 ",0 ,288 
2003,20032,0200137,30,MILL OPERATION/PREPARATION PLANT,"69,115 ",0 ,126 
2003,20032,0200137,99,OFFICE WORKERS AT MINE SITE,"30,654 ",0 ,56 
2003,20033,0200137,03,"STRIP, QUARY, OPEN PIT","159,504 ",0 ,293 
2003,20033,0200137,30,MILL OPERATION/PREPARATION PLANT,"72,182 ",0 ,132 
2003,20033,0200137,99,OFFICE WORKERS AT MINE SITE,"31,593 ",0 ,58 
2003,20034,0200137,03,"STRIP, QUARY, OPEN PIT","155,000 ",0 ,293 
2003,20034,0200137,30,MILL OPERATION/PREPARATION PLANT,"74,800 ",0 ,137 
2003,20034,0200137,99,OFFICE WORKERS AT MINE SITE,"31,336 ",0 ,59 
2002,20021,0200137,03,"STRIP, QUARY, OPEN PIT","146,551 ",,249 
2002,20021,0200137,30,MILL OPERATION/PREPARATION PLANT,"57,153 ",,93 
2002,20021,0200137,99,OFFICE WORKERS AT MINE SITE,"27,778 ",,47 
2002,20022,0200137,03,"STRIP, QUARY, OPEN PIT","122,119 ",,253 
2002,20022,0200137,30,MILL OPERATION/PREPARATION PLANT,"48,057 ",,95 
2002,20022,0200137,99,OFFICE WORKERS AT MINE SITE,"23,206 ",,47 
2002,20023,0200137,03,"STRIP, QUARY, OPEN PIT","147,513 ",,256 
2002,20023,0200137,30,MILL OPERATION/PREPARATION PLANT,"60,194 ",,98 
2002,20023,0200137,99,OFFICE WORKERS AT MINE SITE,"28,323 ",,48 
2002,20024,0200137,03,"STRIP, QUARY, OPEN PIT","125,888 ",,258 
2002,20024,0200137,30,MILL OPERATION/PREPARATION PLANT,"58,048 ",,115 
2002,20024,0200137,99,OFFICE WORKERS AT MINE SITE,"25,082 ",,51 
2001,20011,0200137,03,"STRIP, QUARY, OPEN PIT","183,812 ",,317 
2001,20011,0200137,30,MILL OPERATION/PREPARATION PLANT,"88,815 ",,153 
2001,20011,0200137,99,OFFICE WORKERS AT MINE SITE,"37,176 ",,64 
2001,20012,0200137,03,"STRIP, QUARY, OPEN PIT","164,168 ",,317 
2001,20012,0200137,30,MILL OPERATION/PREPARATION PLANT,"76,121 ",,155 
2001,20012,0200137,99,OFFICE WORKERS AT MINE SITE,"32,767 ",,64 
2001,20013,0200137,03,"STRIP, QUARY, OPEN PIT","197,985 ",,329 
2001,20013,0200137,30,MILL OPERATION/PREPARATION PLANT,"88,365 ",,144 
2001,20013,0200137,99,OFFICE WORKERS AT MINE SITE,"39,048 ",,65 
2001,20014,0200137,03,"STRIP, QUARY, OPEN PIT","162,937 ",,321 
2001,20014,0200137,30,MILL OPERATION/PREPARATION PLANT,"70,449 ",,145 
2001,20014,0200137,99,OFFICE WORKERS AT MINE SITE,"31,826 ",,64 
2000,20001,0200137,03,"STRIP, QUARY, OPEN PIT","203,383 ",,337 
2000,20001,0200137,99,OFFICE WORKERS AT MINE SITE,"27,734 ",,46 
2000,20002,0200137,03,"STRIP, QUARY, OPEN PIT","161,812 ",,328 
2000,20002,0200137,99,OFFICE WORKERS AT MINE SITE,"22,065 ",,45 
