ActivityMediaSubdivisionName,,ActivityStartDate,MonitoringLocationIdentifier,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.18,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.18,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.18,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.18,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.18,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.18,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.18,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.18,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.18,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952435,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.19,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.2,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.2,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.21,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.21,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.21,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.21,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.22,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.22,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.22,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.23,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.24,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.25,None,
Water,,2020-11-23,TOHONOO'ODHAMNATION-127,32.650539,111.927797,Bottle,TOHONOO'ODHAMNATION,Bottle Sampling,pH,,8.3,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,8.38,None,
Water,Surface Water,2021-04-06,USGS-332055112344901,,,40,USGS parameter code 82398,Multiple verticals,pH,Total,8.4,std units,
Water,Surface Water,2020-08-25,AZDEQ_SW-548,33.5705556,-112.1191667,Unknown,AZDEQ_SW,Unknown,pH,Total,8.47,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,8.47,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,8.48,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,8.48,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-1019,34.6016472,-112.4321111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.48,None,
Water,,2021-10-12,AK-CHIN_WQX-LCR-21,33.00017,-112.07,Grab Sample,AK-CHIN_WQX,Grab Sample,pH,,8.5,None,
Water,Surface Water,2020-08-25,AZDEQ_SW-550,33.5113889,-111.9077778,Unknown,AZDEQ_SW,Unknown,pH,Total,8.53,None,
Water,Surface Water,2020-08-25,AZDEQ_SW-550,33.5113889,-111.9077778,Unknown,AZDEQ_SW,Unknown,pH,Total,8.54,None,
Water,Surface Water,2020-11-09,AZDEQ_SW-548,33.5705556,-112.1191667,Unknown,AZDEQ_SW,Unknown,pH,Total,8.54,None,
Water,Surface Water,2020-08-19,AZDEQ_SW-663,34.23275,-113.6004333,Unknown,AZDEQ_SW,Unknown,pH,Total,8.55,None,
Water,Surface Water,2020-09-22,AZDEQ_SW-550,33.5113889,-111.9077778,Unknown,AZDEQ_SW,Unknown,pH,Total,8.55,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-1019,34.6016472,-112.4321111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.56,None,
Water,Surface Water,2020-09-22,AZDEQ_SW-550,33.5113889,-111.9077778,Unknown,AZDEQ_SW,Unknown,pH,Total,8.57,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-1019,34.6016472,-112.4321111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.58,None,
Water,Surface Water,2020-10-15,AZDEQ_SW-548,33.5705556,-112.1191667,Unknown,AZDEQ_SW,Unknown,pH,Total,8.58,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-1019,34.6016472,-112.4321111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.59,None,
Water,Surface Water,2020-11-03,USGS-332055112344901,,,40,USGS parameter code 82398,Multiple verticals,pH,Total,8.6,std units,
Water,Surface Water,2020-11-03,USGS-332055112344901,,,40,USGS parameter code 82398,Multiple verticals,pH,Total,8.6,std units,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,8.6,None,
Water,,2021-10-20,GLEC-VRWIC-A,34.601647,-112.432111,,,,pH,,8.6,None,
Water,,2021-10-20,GLEC-VRWIC-A,34.601647,-112.432111,,,,pH,,8.61,None,
Water,Surface Water,2020-10-15,AZDEQ_SW-550,33.5113889,-111.9077778,Unknown,AZDEQ_SW,Unknown,pH,Total,8.64,None,
Water,,2021-10-20,GLEC-VRWIC-A,34.601647,-112.432111,,,,pH,,8.64,None,
Water,,2021-10-20,GLEC-VRWIC-A,34.601647,-112.432111,,,,pH,,8.72,None,
Water,Surface Water,2020-11-02,AZDEQ_SW-550,33.5113889,-111.9077778,Unknown,AZDEQ_SW,Unknown,pH,Total,8.73,None,
Water,Surface Water,2020-08-19,AZDEQ_SW-663,34.23275,-113.6004333,Unknown,AZDEQ_SW,Unknown,pH,Total,8.745,None,
Water,,2021-10-23,GLEC-MGTTL-A,33.433333,-111.947222,,,,pH,,8.8,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,8.84,None,
Water,,2021-10-23,GLEC-MGTTL-A,33.433333,-111.947222,,,,pH,,8.84,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,8.85,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,8.86,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,8.87,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,8.9,None,
Water,,2021-10-23,GLEC-MGTTL-A,33.433333,-111.947222,,,,pH,,8.95,None,
Water,,2021-10-23,GLEC-MGTTL-A,33.433333,-111.947222,,,,pH,,8.99,None,
Water,,2021-10-23,GLEC-MGTTL-A,33.433333,-111.947222,,,,pH,,9.01,None,
Water,,2021-10-23,GLEC-MGTTL-A,33.433333,-111.947222,,,,pH,,9.03,None,
Water,Surface Water,2020-10-21,AZDEQ_SW-666,34.5952778,-112.4166389,Unknown,AZDEQ_SW,Unknown,pH,Total,9.16,None,
Water,,2021-08-10,TOHONOO'ODHAMNATION-24,31.821575,112.546233,Bottle,TOHONOO'ODHAMNATION,Bottle Sampling,pH,,9.3,None,
Water,Surface Water,2020-06-25,AZDEQ_SW-510,33.8288889,-109.0938889,Unknown,AZDEQ_SW,Unknown,pH,Total,9.66,None,
Water,,2021-03-08,TOHONOO'ODHAMNATION-24,31.821575,112.546233,Bottle,TOHONOO'ODHAMNATION,Bottle Sampling,pH,,9.7,None,
Water,Surface Water,2020-06-25,AZDEQ_SW-510,33.8288889,-109.0938889,Unknown,AZDEQ_SW,Unknown,pH,Total,9.75,None,
Water,Surface Water,2020-06-25,AZDEQ_SW-521,33.9097222,-109.4205556,Unknown,AZDEQ_SW,Unknown,pH,Total,9.77,None,
Water,Surface Water,2020-06-25,AZDEQ_SW-510,33.8288889,-109.0938889,Unknown,AZDEQ_SW,Unknown,pH,Total,9.88,None,
Water,Surface Water,2020-06-25,AZDEQ_SW-521,33.9097222,-109.4205556,Unknown,AZDEQ_SW,Unknown,pH,Total,10.12,None,
